,State,Year,Petroleum
2369,CA,2013,216.4721314643426
2370,CO,2013,32.10672481601297
2371,CT,2013,21.25495096065667
2372,DE,2013,7.02994725984211
2373,DC,2013,1.035058272778239
2374,FL,2013,112.9515350033504
2375,GA,2013,68.89038737157126
2376,,2013,18.53437788349972
2377,ID,2013,10.8718203491786
2378,IL,2013,79.50257404035017
2379,IN,2013,50.85068473506645
2380,IA,2013,26.57952861052738
2381,KS,2013,23.57541077995452
2382,KY,2013,40.10449450567719
2383,LA,2013,89.95804907818103
2384,ME,2013,12.79154308648662
2385,MD,2013,33.23328069842542
2386,MA,2013,39.51320761859249
2387,MI,2013,57.64724665593514
2388,MN,2013,40.25761217863603
2389,MS,2013,25.3784112658474
2390,MO,2013,42.13471329886993
2391,MT,2013,11.95743826387561
2392,NE,2013,16.17470361886699
2393,NV,2013,18.6133723482152
2394,NH,2013,9.913702299991007
2395,NJ,2013,60.33474315159003
2396,NM,2013,16.09073229919676
2397,NY,2013,93.01245141086274
2398,NC,2013,55.6911313007189
2399,ND,2013,15.20080783684644
2400,OH,2013,73.45754769774771
2401,OK,2013,35.34679920625618
2402,OR,2013,22.49111692059291
2403,PA,2013,81.1954095680967
2404,RI,2013,5.413937630366168
2405,SC,2013,33.29404728555325
2406,SD,2013,7.715436327274706
2407,TN,2013,44.271413197563
2408,TX,2013,290.7016626532911
2409,UT,2013,19.01198728987927
2410,VT,2013,5.215846355725244
2411,VA,2013,55.36950715812702
2412,WA,2013,49.47889618730694
2413,WV,2013,12.77667993924818
2414,WI,2013,34.13258045151856
2415,WY,2013,11.20525328421402
2420,AL,2014,33.81836453917613
2421,,2014,15.32772612750358
2422,AZ,2014,37.85064104700141
2423,AR,2014,22.2823490114655
2424,CA,2014,215.8946031938944
2425,CO,2014,33.16815351397522
2426,CT,2014,21.3431245766091
2427,DE,2014,7.200438315530911
2428,DC,2014,1.137876531288986
2429,FL,2014,114.2255664852617
2430,GA,2014,67.1294483107345
2431,,2014,17.78506478646103
2432,ID,2014,11.24273308096547
2433,IL,2014,81.11369868145478
2434,IN,2014,52.00774224488973
2435,IA,2014,27.41114173146257
2436,KS,2014,24.98667782775947
2437,KY,2014,39.53761774397675
2438,LA,2014,86.89741689419449
2439,ME,2014,12.98879627767685
2440,MD,2014,33.50416275960615
2441,MA,2014,39.27167886326794
2442,MI,2014,58.94970156169649
2443,MN,2014,40.43502938850138
2444,MS,2014,25.64390011438924
2445,MO,2014,43.0982084427274
2446,MT,2014,11.65232421438243
2447,NE,2014,16.41905329328
2448,NV,2014,19.15623516849424
2449,NH,2014,10.64042292577088
2450,NJ,2014,59.40503735477306
2451,NM,2014,16.70596866146205
2452,NY,2014,96.47946864331126
2453,NC,2014,57.12844226543901
2454,ND,2014,16.30088083354038
2455,OH,2014,73.7521145838543
2456,OK,2014,37.64697403287454
2457,OR,2014,22.7126458947141
2458,PA,2014,82.69584155148237
2459,RI,2014,5.713390555003127
2460,SC,2014,33.21376966005704
2461,SD,2014,7.883931448330296
2462,TN,2014,45.36413326582896
2463,TX,2014,300.0673314477648
2464,UT,2014,19.26083640226524
2465,VT,2014,5.319816834503955
2466,VA,2014,57.94885684586501
2467,WA,2014,48.38533143407013
2468,WV,2014,12.65737882872152
2469,WI,2014,36.33370242735689
2470,WY,2014,11.906615051047
2475,AL,2015,35.44009825474059
2476,,2015,16.09632056490089
2477,AZ,2015,38.82287981461457
2478,AR,2015,21.87145042056634
2479,CA,2015,224.2510564669676
2480,CO,2015,33.06351697681234
2481,CT,2015,21.95865549371059
2482,DE,2015,7.595618032422593
2483,DC,2015,1.172946557193726
2484,FL,2015,120.1031324199234
2485,GA,2015,70.58859092266333
2486,,2015,18.1363259067162
2487,ID,2015,11.99746738343489
2488,IL,2015,84.51866942496808
2489,IN,2015,53.22875097411956
2490,IA,2015,26.85458932638265
2491,KS,2015,23.8664401350598
2492,KY,2015,40.84798490968218
2493,LA,2015,87.11381733646473
2494,ME,2015,13.61318687473101
2495,MD,2015,34.45098859823047
2496,MA,2015,40.348496106822
2497,MI,2015,59.88717900222024
2498,MN,2015,40.01163885183945
2499,MS,2015,26.33087038345073
2500,MO,2015,44.00357111663024
2501,MT,2015,11.43983730095832
2502,NE,2015,16.44821655011713
2503,NV,2015,18.51956899742378
2504,NH,2015,10.5051453483746
2505,NJ,2015,60.37067852238495
2506,NM,2015,16.56138842081315
2507,NY,2015,96.73427364944246
2508,NC,2015,58.96370994961644
2509,ND,2015,13.45565256924656
2510,OH,2015,74.91063754842432
2511,OK,2015,36.46792529532036
2512,OR,2015,22.47757094553484
2513,PA,2015,80.9941043577813
2514,RI,2015,5.717966479562559
2515,SC,2015,35.5141017751436
2516,SD,2015,7.961172404037093
2517,TN,2015,46.4957701596624
2518,TX,2015,306.2521618625434
2519,UT,2015,19.37901569397413
2520,VT,2015,5.483708270065044
2521,VA,2015,57.88358800095499
2522,WA,2015,52.41123163457596
2523,WV,2015,12.27129852331773
2524,WI,2015,35.93295518437942
